C,CB,DE,DT,FS,G,ILB,K,LB,LS,LT,OLB,P,QB,RB,RT,S,SS,T,TE,WR,OL,FB,WLB,KR,Team,Year
5436548,15817587,11348923,7259113,11153710,7098912,4827359,849333,0,1070000,9050000,16121963,2083499,17678289,15049733,5933282,317524,66200,703925,6911753,11547543,0,0,0,0,philadelphia-eagles,2015
6223956,12387521,9067376,17998975,5035874,9373298,5557929,615891,333,1112500,11110388,11846440,510000,8880385,3557763,729394,0,2510848,783033,6170598,24777096,0,1539934,0,0,washington-commanders,2015
1861342,9897445,2053567,11403137,12037695,10933431,9862558,811666,0,882500,4810000,7935853,4354767,23156468,13063195,2270835,160969,2895618,466168,11602189,10302119,0,53133,0,0,los-angeles-chargers,2015
13786504,5210403,11939796,11964709,7354321,1355007,9972926,3610000,0,1230735,7151334,9108159,1542000,3422230,4730917,8892621,621300,13035905,76658,4945566,12685909,0,4434838,0,0,las-vegas-raiders,2015
941237,14462240,9714985,3791688,11923313,6497022,9614126,1528166,0,438333,7519481,13432156,3800000,21476940,9737958,1866734,660667,1865334,118200,4530012,16025689,0,1500000,0,0,kansas-city-chiefs,2015
1263116,12973498,5639753,4565305,2590674,11291804,3496824,1322500,0,845000,13364752,21055781,2350000,19162729,2533187,653967,0,9626134,200499,8383830,23103076,0,676470,0,0,denver-broncos,2015
1110413,15890810,5995703,16531308,8716301,6763135,6097757,1920333,26400,828000,2610228,14413076,2000000,6573620,6539246,7320564,503658,4417109,0,11481161,8354420,0,569429,0,0,tennessee-titans,2015
3688913,9101327,29566019,10474130,3023968,11982119,775511,2322500,0,585834,795000,12924453,875480,8252909,6234339,8471235,0,2860513,176666,16638668,7380820,0,0,0,0,jacksonville-jaguars,2015
1203693,20227458,7043234,9450349,4400082,7875402,9971144,2750000,0,1300000,6860662,23023759,3200000,11262716,6293346,3387796,3295117,3855000,0,4164862,13837557,0,0,0,0,indianapolis-colts,2015
4077020,22839893,17597841,3766013,5042613,4304029,12232098,644761,0,938750,11601634,9656290,2083334,9871277,10932094,5310450,0,1061602,7600,5503216,14402931,0,529670,0,0,houston-texans,2015
8173011,25087207,13130301,3190202,3485129,5852566,9466881,435000,0,435000,10679334,14277928,2050000,7126958,3155362,2250067,0,7426870,991946,6550390,15446076,0,437332,0,0,cleveland-browns,2015
3151828,17295689,4963926,12007076,2095102,9042144,8541255,2356000,6000,665000,7706600,13314881,2401000,17071742,12598161,1450256,0,4846591,794155,8801956,11447542,0,660146,0,0,baltimore-ravens,2015
6340486,13384416,2629754,12359871,4177578,4647840,13895896,5483647,0,665000,3433999,15771662,435000,20371473,4305655,4941591,4500000,1569757,39410,6267441,11669848,0,1970117,0,0,pittsburgh-steelers,2015
1135280,17952680,10206345,16469292,6357241,14439934,11655210,1950833,0,900000,9670035,10314158,2770000,10411177,4067975,953334,3667,1205477,5000,3456137,19365078,0,624658,0,0,cincinnati-bengals,2015
8346201,16069584,19416364,15116340,3753232,1945107,2903596,471140,0,1180000,10980882,14967326,1305333,7500698,3523774,3655721,174663,8206694,666,6483556,18878059,0,0,0,0,miami-dolphins,2015
6983458,12663289,26040121,18513988,5678463,5720230,1953502,2902911,0,1047500,1548012,8418674,511666,6096100,10373724,2415992,82534,4528823,0,7453831,13659354,0,1750000,0,0,buffalo-bills,2015
10753300,33201427,11561764,6625538,3779121,4913969,10643638,1773921,265563,877500,11698666,6202904,619411,5311417,8153162,6381334,3500,3766794,0,4265589,21610252,0,601562,0,0,new-york-jets,2015
3494794,14569990,2567703,7768254,7096997,6220305,7656439,3600000,49173,477500,5604666,17000534,1085500,14826795,3992831,9747334,3334,4787484,652946,12528673,16814594,0,770576,0,0,new-england-patriots,2015
5225099,9664498,24720242,6251570,2807009,7154650,13134785,617756,402353,745000,13134986,4151989,724884,20328431,3658081,1081524,667,536065,0,8160167,7953708,0,573667,0,0,los-angeles-rams,2014
1446908,8174107,14281193,5644439,1348438,9840797,12450618,2000000,0,571666,3522622,11051057,2400000,6350030,8760022,8987097,769216,6632777,0,9545079,15935069,0,1763159,0,33529,san-francisco-49ers,2014
4125000,16508356,22691527,5046678,3044738,10725794,7162467,420500,0,1091668,7108047,9035743,1701864,15946599,3583290,3887361,598035,498366,0,5036929,15015983,0,0,0,0,arizona-cardinals,2014
7372444,6382220,20625653,11627098,8010309,4373132,3564923,1700000,0,887500,11538171,8084141,1400000,2069635,9620288,753833,0,7910197,102335,6771775,16763695,0,876734,0,0,seattle-seahawks,2014
3725995,13538164,12561775,26806970,9600150,14333327,7153498,420000,12600,420000,6681935,3420744,3256300,5701716,3567170,2412017,784888,513900,2667,4347448,17259140,0,470664,0,125824,tampa-bay-buccaneers,2014
3400042,6686223,6586508,9655322,799129,12087149,5158848,3312500,0,670834,9394710,12953316,1169950,18576474,7441827,5403736,987277,6269314,0,2998912,18789995,0,667429,0,0,atlanta-falcons,2014
792824,11292483,5683582,4415667,5943802,21176200,9431428,1603667,0,860000,1116614,8251926,3235000,19147100,5953212,2694300,0,6901193,3334,6369253,15310949,0,1589700,0,0,new-orleans-saints,2014
8349000,2922850,26576529,6936413,1266367,5073291,12728293,1751334,0,980000,2558000,8332775,589670,9000142,11726505,2455358,1806825,5371726,738000,9884133,11001212,0,3351000,0,0,carolina-panthers,2014
2348335,12601898,13153368,4118659,2101175,13427211,3703415,2734118,0,570000,482028,17170622,1248661,19372685,10920070,1138171,701753,2282703,421666,7859380,14527950,0,548776,0,0,chicago-bears,2014
5178433,8097106,15141395,12303439,2433623,8353867,2270050,599483,0,1270000,5491873,11510115,541048,10387128,16617891,6552271,302500,2489429,0,7261454,10651259,0,2567765,0,0,minnesota-vikings,2014
2225168,5959395,11850812,27483282,4057500,5313487,6562447,567209,3334,635000,2182767,6578050,535075,17032334,7679294,2805008,1500,2080000,0,5563124,21434492,0,1842500,0,0,detroit-lions,2014
1506794,19265935,6686469,7800459,1528691,12410265,6364196,3400000,0,836250,715950,24100915,1240000,19278250,3145561,5986224,150958,6130497,0,2946933,9491020,0,1051875,0,0,green-bay-packers,2014
6246631,8057186,13431834,12309981,570000,7530456,7350812,585062,0,912500,13636127,17984664,582500,7085926,2878492,573747,713735,3580615,570000,4042202,22401534,0,1367708,0,0,washington-commanders,2014
6424291,10411183,15672689,3028850,3364813,12035922,6776244,1350000,0,1150000,8356900,2962710,1975000,21138400,5394441,880287,26845,13602815,0,3040324,13023236,0,1022600,0,297648,new-york-giants,2014
3601614,13327501,6293556,4721227,7251672,13715046,8141198,526693,0,1055000,8292000,14707121,1341667,3784737,12492480,5185950,557590,1814258,473878,5735445,17778169,0,3985000,0,0,philadelphia-eagles,2014
4736236,21924138,8067045,11738041,1157183,5716430,3085571,1700000,12600,1005500,5590972,17117352,645666,13470834,2923886,8924999,664453,2000000,0,10198849,8515951,0,1031003,0,667,dallas-cowboys,2014
2012981,11684905,14411666,3961629,403945,6336779,7323652,3066300,668,1077500,6850666,6934170,570334,12434866,7044596,6102672,7978050,10950471,0,2174340,8569428,0,4552838,0,0,las-vegas-raiders,2014
8468506,11120586,1620606,6015001,11359422,8623018,6449459,1700000,2000,842500,3075000,13025036,4136588,17935283,8854687,166016,168469,1755266,4000000,9317425,14768524,0,833333,0,0,los-angeles-chargers,2014
1115577,13313621,10705130,4080907,14329578,3954006,7433517,1179416,0,601300,6296552,17330517,3800000,8839702,11562195,1013433,542471,868824,56118,5647298,18843783,0,1204010,0,0,kansas-city-chiefs,2014
2054850,16676962,4209723,6170862,2105253,13746398,3723317,1428800,0,577633,10832166,16905486,3250000,18642479,4155945,1091082,812484,4992258,0,4453392,19311436,0,0,0,0,denver-broncos,2014
3175270,11023935,4365312,11821462,8747628,12218847,6342230,1337333,0,576667,9198476,10835595,1469375,6916874,10993542,3801448,5027560,506474,0,8405468,10149254,0,688800,0,0,tennessee-titans,2014
1646915,5409348,25736115,7761399,1736453,15086079,843382,4187500,3600000,495833,2174500,15975118,770523,11503449,5811894,1672667,0,3220739,570000,10945677,8806916,0,1229867,0,0,jacksonville-jaguars,2014
8367462,18889326,8891956,1654422,3025232,2588507,7835834,621827,0,793750,9803363,7448069,2083333,15453912,9880185,2790155,4739334,574394,0,6245677,19917004,0,439670,0,0,houston-texans,2014
2659195,13344793,7441187,12566130,4400000,7475060,6366876,2254667,303000,570000,3274971,17304076,2950000,9791754,4414556,5465890,5395255,1278334,0,2943427,13054104,0,472746,0,0,indianapolis-colts,2014
10754100,18438903,6229080,12059950,1065500,4011330,11622742,767158,0,676005,13885333,14085277,495000,7171107,9972194,2296907,973818,4251666,0,4703584,11400166,0,541394,0,0,cleveland-browns,2014
2566911,12526654,5405730,17323205,1857829,10414251,6996598,570000,0,1137705,4224900,13022286,2800500,15604445,8310096,1907521,2767292,3038113,546504,4851711,7804123,0,1194246,0,0,baltimore-ravens,2014
2302036,17924841,14026039,17413105,5085075,12048676,7499995,1400000,0,760000,6200000,7104753,2321667,11003123,4256730,1112647,205167,1448986,0,7933994,11062610,0,532658,0,0,cincinnati-bengals,2014
6080933,13540297,4521494,5062136,2803167,8721088,16318763,1762500,0,636000,1959358,18605702,421667,21334804,3088939,2822802,6494600,1624199,0,7876590,7702608,0,570000,0,0,pittsburgh-steelers,2014
7922198,15561123,4313499,5102866,2274201,3759490,9320694,3600000,0,795000,11700000,7580879,495000,10289235,6310537,3552324,1825000,260761,0,3419389,19438707,0,824191,0,0,new-york-jets,2014
4977692,12187279,20693286,4662571,4592745,6090177,4549196,531140,0,975087,4275400,19020470,3586116,9014112,5683788,4919169,6966,4684633,5000,3075706,28922131,0,3334,0,0,miami-dolphins,2014
6103334,10004776,26075717,14686998,3577927,6441867,5035916,3635500,0,1234167,2075844,8248282,420000,13628152,11576538,4856301,108766,6226370,0,3404399,19838408,0,505608,0,0,buffalo-bills,2014
2165917,15698770,1090996,12745715,6058562,9529010,8396622,3800000,0,750934,2717429,10067322,495500,15613305,4029926,5929800,1622101,2955035,500146,15189600,14385145,0,580001,0,0,new-england-patriots,2014
